gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
398404.2769245,0,0.9309791028499603,0.32087994251763047,0.40690970921535674,398404.274845-0 398404.279004-1,-45.98860330073193,6.139733475711444,158.17171596365068,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34401375490269703,-0.06239535380199622,0.9368891910261695,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.03305994155738698,-0.03371038238794158,0.9988847032483184
398404.280959,0,0.9309791028499603,0.323940951003614,0.428029352439799,398404.282914-0 398404.279004-1,-46.12472278976651,3.0534339398774897,161.79246763296766,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3382344501794607,-0.09327892318829051,0.9364275194592642,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.03305994155738698,-0.03371038238794158,0.9988847032483184
398404.284994,0,0.94852414727211,0.3237608835877012,0.4284150344785649,398404.282914-0 398404.287074-1,-46.37526234231518,3.0078095414665347,162.48783873930745,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3382344501794607,-0.09327892318829051,0.9364275194592642,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.034301659132882314,-0.03370757821362555,0.9988429282683559
398404.2890285,0,0.94852414727211,0.32516301346223786,0.44417291877940357,398404.290983-0 398404.287074-1,-46.45112328448773,0.6044654626697676,164.22663305870253,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3353723963597681,-0.11717064319061238,0.9347707719725752,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.034301659132882314,-0.03370757821362555,0.9988429282683559
398404.293063,1,0.9064010083675385,0.3253863226979708,0.4455117387491099,398404.290983-0 398404.295143-1,-46.12186429276663,0.39543946517230033,163.29430141739874,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3353723963597681,-0.11717064319061238,0.9347707719725752,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.032690517486453005,-0.03667277985383542,0.998792489601449
398404.2970975,1,0.906032919883728,0.3242288697303376,0.4482792985373558,398404.299052-0 398404.295143-1,-46.08190173930312,-0.029240913331380902,161.9619921271556,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3372558448230819,-0.12268941720954293,0.9333840592368458,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.032690517486453005,-0.03667277985383542,0.998792489601449
398404.301132,1,0.9463641941547394,0.32476998868248697,0.4550249582403627,398404.299052-0 398404.303212-1,-45.26824448219578,-1.0415572067167442,159.64397409477846,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3372558448230819,-0.12268941720954293,0.9333840592368458,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.028613297896356298,-0.04956398434979607,0.9983610021624781
398404.30516650004,1,0.9371003806591034,0.32355717766312286,0.45459438339077773,398404.307121-0 398404.303212-1,-45.22954019147164,-0.9691789911224351,158.29175414734232,19.581351245895036,14.939740245800893,-20.57735673398892,-0.339322490644224,-0.12313910443029681,0.932575470566916,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.028613297896356298,-0.04956398434979607,0.9983610021624781
398404.309201,1,0.9429523348808289,0.3238244222683795,0.462184173527301,398404.307121-0 398404.311281-1,-44.78647112275068,-2.0822967180669423,156.99468356666927,19.581351245895036,14.939740245800893,-20.57735673398892,-0.339322490644224,-0.12313910443029681,0.932575470566916,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.026338592468602838,-0.06289144188826586,0.9976727645295266
398404.3132355,1,0.9237957894802094,0.3222358267634835,0.45592670525348766,398404.31519-0 398404.311281-1,-44.73550836497888,-1.1460335482597799,155.26954922984993,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34217810177283586,-0.11467282610858517,0.9326115427225896,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.026338592468602838,-0.06289144188826586,0.9976727645295266
398404.31727,1,0.907403975725174,0.32219994838337007,0.46536602161549834,398404.31519-0 398404.31935-1,-44.65913572020973,-2.521084888797061,154.95424201772684,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34217810177283586,-0.11467282610858517,0.9326115427225896,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.02595647245211907,-0.07825665053857168,0.9965952830433857
398404.3213045,1,0.9361924231052399,0.3232257413727565,0.46281312595523083,398404.323259-0 398404.31935-1,-44.684802142623745,-2.1626911946717584,156.0483109613302,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34051248330122286,-0.10966990408708843,0.9338221248468913,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.02595647245211907,-0.07825665053857168,0.9965952830433857
398404.325339,2,0.9455622434616089,0.3227247664638365,0.46631142338611553,398404.323259-0 398404.327419-1,-45.31873051004436,-2.706528274050477,157.75788981162458,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34051248330122286,-0.10966990408708843,0.9338221248468913,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.029254168588649907,-0.08230889679684833,0.996177413480286
398404.32937349996,2,0.9211438894271851,0.32417174896033585,0.46612195386559463,398404.331328-0 398404.327419-1,-45.364949281419015,-2.703863875345439,159.3626936058157,19.581351245895036,14.939740245800893,-20.57735673398892,-0.338065460735155,-0.10803147154680351,0.9349015699063508,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.029254168588649907,-0.08230889679684833,0.996177413480286
398404.3334085,2,0.9346969127655029,0.3243248725955337,0.46921773932725275,398404.331328-0 398404.335489-1,-45.104575427821715,-3.1526527943380174,158.59325876002657,19.581351245895036,14.939740245800893,-20.57735673398892,-0.338065460735155,-0.10803147154680351,0.9349015699063508,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.027931063282936913,-0.08793018450957825,0.9957349739544135
398404.337443,2,0.9591152667999268,0.3230313113157103,0.46593611250483835,398404.339397-0 398404.335489-1,-45.06214951220059,-2.640486892577142,157.16741596003345,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3403303532855865,-0.1039962255345813,0.9345373377811441,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.027931063282936913,-0.08793018450957825,0.9957349739544135
398404.3414775,2,0.9407137632369995,0.32354938843421305,0.4663146645819446,398404.339397-0 398404.343558-1,-44.35191058175151,-2.6620191928311687,155.19373798914276,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3403303532855865,-0.1039962255345813,0.9345373377811441,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.024213911419041285,-0.09031518469915122,0.9956188296263531
398404.345512,2,0.866551548242569,0.3243439054480203,0.46536335405986384,398404.347466-0 398404.343558-1,-44.371405726395835,-2.5359619496162953,156.04372800387728,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3390081484239766,-0.10175073203208623,0.9352648094700673,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.024213911419041285,-0.09031518469915122,0.9956188296263531
398404.3495465,2,0.9142444133758545,0.32400117533682665,0.47141932803779985,398404.347466-0 398404.351627-1,-44.73214352689546,-3.4458402678072826,156.95638882259274,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3390081484239766,-0.10175073203208623,0.9352648094700673,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.026118172794344627,-0.0991499302626453,0.9947296780426315
398404.353581,2,0.9753060936927795,0.323895494942,0.468438378004875,398404.355535-0 398404.351627-1,-44.7265849922453,-3.0033582071700184,156.84086979814253,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3392468630949855,-0.09709977677097423,0.9356725918991317,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.026118172794344627,-0.0991499302626453,0.9947296780426315
398404.36165,3,0.8995599448680878,0.3241989470895904,0.47439660811277473,398404.355535-0 398404.367765-1,-44.2031918697181,-3.844056071256256,155.28450034597006,19.581351245895036,14.939740245800893,-20.57735673398892,-0.3392468630949855,-0.09709977677097423,0.9356725918991317,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.023382329714437287,-0.11002276009991874,0.9936539935596904
398404.36568449996,3,0.893812507390976,0.32253149323501373,0.4722835032630832,398404.363604-0 398404.367765-1,-44.160971667778625,-3.4977249428102724,153.5254601074489,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34209985282594213,-0.09526089927304143,0.934822470721666,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.023382329714437287,-0.11002276009991874,0.9936539935596904
398404.36971949995,3,0.8972029089927673,0.3204659719352179,0.4694620444808453,398404.371674-0 398404.367765-1,-44.109701150088696,-3.0496970986539313,151.39516499467686,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34562384214336145,-0.09266611185739994,0.9337864592374919,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.023382329714437287,-0.11002276009991874,0.9936539935596904
398404.373754,3,0.935221940279007,0.32030697572913686,0.4731883643576946,398404.371674-0 398404.375834-1,-44.24478277974805,-3.5890418095321923,151.69832933791253,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34562384214336145,-0.09266611185739994,0.9337864592374919,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.024124136412345377,-0.11564171356675378,0.9929979960330754
398404.37778850005,3,0.9506795108318329,0.318956121428024,0.4730343150475088,398404.379743-0 398404.375834-1,-44.212079412035294,-3.536982415784463,150.32800016214054,19.581351245895036,14.939740245800893,-20.57735673398892,-0.34788884567723366,-0.09365014840902555,0.932846718789496,-40.08465104685499,15.047894904585723,-19.855678395746438,-0.024124136412345377,-0.11564171356675378,0.9929979960330754
